mode,metric,mean,std,min,max
topology_control,f1_pr,0.9390890356709057,0.025913442296614467,0.8948428312746052,0.9807543386903985
topology_control,precision,0.9166666666666667,0.032103150077491774,0.8761904761904762,0.9666666666666667
topology_control,recall,0.9633333333333333,0.030717054138800274,0.9142857142857143,0.9952380952380953
topology_control,mmd_rbf,0.08400472402572631,0.016128593633607302,0.06321334838867188,0.11458921432495117
topology_control,mmd_linear,2.891218400001526,0.5926127370084191,2.1492464542388916,4.04884147644043
decoded_node,f1_pr,0.9228067881398246,0.01487334780262393,0.8856986843648283,0.939997949736327
decoded_node,precision,0.9471428571428572,0.031619191049588616,0.8809523809523809,0.9809523809523809
decoded_node,recall,0.9004761904761904,0.016000283444201378,0.8714285714285714,0.9285714285714286
decoded_node,mmd_rbf,0.04366925358772278,0.004039569466083587,0.03798478841781616,0.049934595823287964
decoded_node,mmd_linear,2.91542387008667,0.27354868145649425,2.549419641494751,3.414224863052368
