seed,val_f1_pr,val_mmd_rbf,test_f1_pr,test_mmd_rbf,precision,recall,degree,clustering,orbit,spectral,diameter,third_party_f1_pr,third_party_mmd_rbf,third_party_linear_mmd_trimmed
0,0.8663481132647342,0.00025511980056762694,0.9381395790419406,0.0010735273361206054,0.9214285714285715,0.9557142857142857,0.041877460403230815,0.029446621989426932,0.024896927799329616,0.021590731696620402,0.046180966568420634,0.9091554640470075,0.0014970541000366212,5042080.9375
1,0.8713000689694846,0.057027286291122435,0.9677676168320659,0.07185744047164917,0.9538095238095238,0.9823809523809525,0.0429085486551688,0.02624637191304158,0.011406851421232878,0.021372231793084895,0.0456321678959018,0.9187661175435279,0.06300027072429656,23.08791969716549
2,0.8471626785982446,0.0015415906906127929,0.9561588497369582,0.0005414605140686036,0.9323809523809524,0.9814285714285715,0.04741823273341805,0.029405330497917326,0.007695263742917291,0.02364540265341253,0.02828241491298711,0.8901224939658615,0.002908909320831299,1097755.2109375
