config,run_label,original_representation,unit_relation_representation,literal_weight,original_weight,unit_relation_weight,rule_prune,protect_unit_relation
configs/matrix_motif/lobster_matrix_full_original_unit_relation_degree_histogram_currentdb_constant.yaml,lobster_matrix_full_original_unit_relation_degree_histogram_currentdb_constant,full_matrix,degree_histogram,0.0,0.1,0.1,true,true
