motif_pickle_path	sha256	size_bytes	mtime_epoch
cache_motifs_old_lobster/lobster_undir_feat_snap_85093d.pkl	ff6b9378ed0221567aab772ca8b6545d68775bcfb5e0a9e97ea9c994e45ae9a6	609236	1784061549
